City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
345,Bud,US,39.447,-86.1758,36.75,84,74,9.91,broken clouds
346,Kamina,CD,-8.7386,24.9906,61.84,97,100,1.05,overcast clouds
347,Takoradi,GH,4.8845,-1.7554,77.81,86,79,3.27,broken clouds
348,Tanete,ID,-3.9443,119.7848,85.71,67,100,9.31,overcast clouds
349,Birjand,IR,32.8663,59.2211,32.47,74,0,4.61,clear sky
350,Mackay,AU,-21.15,149.2,87.67,68,70,16.02,broken clouds
351,Sabha,LY,27.0377,14.4283,63.37,37,0,9.46,clear sky
352,Constantine,DZ,36.365,6.6147,51.21,81,20,4.61,few clouds
353,Margate,GB,51.3813,1.3862,39.69,80,10,5.99,clear sky
354,Nishihara,JP,26.1842,127.7558,67.28,97,100,18.41,light intensity shower rain
355,Maputo,MZ,-25.9653,32.5892,75.56,92,86,3.56,overcast clouds
356,Sayyan,YE,15.1718,44.3244,46.15,54,60,4.12,broken clouds
357,Barra Do Corda,BR,-5.5,-45.25,73.02,94,100,0.72,overcast clouds
358,Carmo Do Paranaiba,BR,-19.0008,-46.3161,63.75,90,4,4.12,clear sky
359,Nova Russas,BR,-4.7067,-40.5631,77.27,66,98,6.11,overcast clouds
360,Henties Bay,NA,-22.116,14.2845,63.25,87,96,1.03,overcast clouds
361,Necochea,AR,-38.5473,-58.7368,53.42,80,0,9.66,clear sky
362,Jumla,NP,29.2747,82.1838,56.48,12,0,2.84,clear sky
363,Matara,LK,5.9485,80.5353,80.51,75,97,1.95,overcast clouds
364,Aykhal,RU,66.0,111.5,-25.98,100,100,5.37,overcast clouds
365,Ilulissat,GL,69.2167,-51.1,23.49,96,100,14.18,light snow
366,Jaisalmer,IN,26.9147,70.9181,68.54,19,6,3.02,clear sky
367,Vryburg,ZA,-26.9566,24.7284,69.87,68,89,3.65,light rain
368,Lokosovo,RU,61.1333,74.8167,1.18,83,35,12.21,scattered clouds
369,Graaff-Reinet,ZA,-32.2522,24.5308,68.79,69,96,0.43,overcast clouds
370,San Policarpo,PH,12.1791,125.5072,82.0,83,82,12.5,broken clouds
371,Moron,AR,-34.6534,-58.6198,69.49,66,0,8.77,clear sky
372,Goderich,CA,43.7501,-81.7165,36.91,93,100,11.5,moderate rain
373,Selimpasa,TR,41.0558,28.379,59.54,90,93,6.08,overcast clouds
374,Fort Nelson,CA,58.8053,-122.7002,22.59,92,100,5.01,overcast clouds
375,Isangel,VU,-19.55,169.2667,87.91,66,75,9.22,broken clouds
376,Fasa,IR,28.9383,53.6482,38.44,75,40,0.0,scattered clouds
377,Sola,VU,-13.8833,167.55,86.67,62,75,3.44,broken clouds
378,Nanortalik,GL,60.1432,-45.2371,20.44,78,32,4.45,scattered clouds
379,Jerusalem,IL,31.769,35.2163,52.72,94,0,1.39,clear sky
380,Pervomayskiy,RU,53.2485,40.2871,25.16,96,100,13.87,light snow
381,Dingle,PH,10.9995,122.6711,84.15,74,97,14.23,overcast clouds
382,Guilin,CN,25.2819,110.2864,57.31,38,1,14.83,clear sky
383,Marang,MY,5.2056,103.2059,84.11,84,100,6.71,overcast clouds
384,Lhokseumawe,ID,5.1801,97.1507,82.4,78,54,8.57,broken clouds
385,Pierre,US,44.3683,-100.351,18.52,91,100,40.29,fog
386,Najran,SA,17.4924,44.1277,52.45,47,18,1.1,few clouds
387,Juquitiba,BR,-23.9317,-47.0683,59.85,96,35,2.51,scattered clouds
388,Urucara,BR,-2.5364,-57.76,76.37,77,100,0.85,overcast clouds
389,West Wendover,US,40.7391,-114.0733,27.61,59,0,6.91,clear sky
390,Shu,KZ,43.5983,73.7614,23.2,76,9,3.06,clear sky
391,Boyolangu,ID,-8.1181,111.8935,78.87,83,100,5.7,overcast clouds
392,Kapitanivka,UA,48.9172,31.7167,33.15,99,100,5.75,overcast clouds
393,Cayenne,GF,4.9333,-52.3333,73.44,100,20,2.3,few clouds
394,Bandarbeyla,SO,9.4942,50.8122,75.29,72,0,16.75,clear sky
395,Robertson,US,36.5167,-86.8667,44.58,66,100,13.8,overcast clouds
396,Adrar,MR,20.5022,-10.0711,67.53,41,0,10.02,clear sky
397,Manati,PR,18.4275,-66.4921,77.68,95,17,7.4,few clouds
398,Guozhen,CN,34.3659,107.359,37.67,29,100,9.46,overcast clouds
399,Olafsvik,IS,64.8945,-23.7142,24.17,53,91,10.25,overcast clouds
400,Kitzbuhel,AT,47.4464,12.3922,36.91,95,99,3.0,overcast clouds
401,Korla,CN,41.7597,86.1469,23.43,50,0,4.34,clear sky
402,Georgetown,MY,5.4112,100.3354,87.73,76,20,4.61,few clouds
403,Terrace,CA,54.5163,-128.6035,22.91,93,100,2.3,fog
404,Sisimiut,GL,66.9395,-53.6735,28.17,84,100,12.64,light snow
405,Robe,AU,-37.1833,139.75,60.06,68,54,21.65,broken clouds
406,Shieli,KZ,44.1667,66.75,26.65,80,36,3.11,scattered clouds
407,Saint-Prosper,CA,46.2117,-70.4811,30.49,80,100,10.38,overcast clouds
408,Goure,NE,13.9835,10.2704,64.0,20,62,8.63,broken clouds
409,Bambanglipuro,ID,-7.95,110.2833,82.22,71,100,6.82,overcast clouds
410,Port Macquarie,AU,-31.4333,152.9167,64.89,68,56,14.52,broken clouds
411,Polyarnyy,RU,69.1989,33.4478,15.3,91,100,13.73,overcast clouds
412,Torbay,CA,47.6666,-52.7314,37.38,96,100,28.01,light intensity drizzle
413,Baruun-Urt,MN,46.6806,113.2792,-7.1,63,11,12.97,few clouds
414,Broome,US,42.2506,-75.833,35.71,89,100,16.11,snow
415,Dovers,VC,12.8833,-61.1833,78.19,83,0,17.45,light rain
416,Hurricane,US,37.1753,-113.2899,39.67,63,0,8.95,clear sky
417,Iralaya,HN,15.0,-83.2333,77.68,86,4,9.66,light rain
418,Novoagansk,RU,61.9449,76.6625,0.14,84,16,12.77,few clouds
419,Coihaique,CL,-45.5752,-72.0662,50.61,81,0,3.44,clear sky
420,Busayra,JO,30.7376,35.6078,49.64,72,0,3.96,clear sky
421,Poya,NC,-21.35,165.15,81.75,71,87,4.05,overcast clouds
422,Gorin,RU,51.1983,136.6669,-4.92,91,100,8.97,overcast clouds
423,Miquelon,PM,47.0975,-56.3814,37.4,81,99,35.23,overcast clouds
424,Taltal,CL,-25.4,-70.4833,63.9,85,61,1.7,broken clouds
425,Poum,NC,-20.2333,164.0167,81.45,61,5,4.88,clear sky
426,Dolores,AR,-36.3132,-57.6792,50.94,85,4,6.51,clear sky
427,Benguela,AO,-12.5763,13.4055,73.11,80,95,1.74,overcast clouds
428,Coahuayana,MX,18.7333,-103.6833,67.98,92,19,3.69,few clouds
429,Nova Ushytsya,UA,48.8372,27.2743,33.39,98,100,10.38,overcast clouds
430,Arlit,NE,18.7369,7.3853,68.04,18,77,7.23,broken clouds
431,Zheleznodorozhnyy,RU,55.7503,38.0042,27.95,93,100,11.34,light snow
432,Hervey Bay,AU,-25.2986,152.8535,78.71,46,23,8.61,few clouds
433,Swift Current,CA,50.2834,-107.8014,5.81,92,100,13.8,overcast clouds
434,Saldanha,ZA,-33.0117,17.9442,66.25,97,43,8.16,moderate rain
435,Leningradskiy,RU,69.3833,178.4167,-6.83,88,99,7.58,overcast clouds
436,Pevek,RU,69.7008,170.3133,-13.25,90,100,3.4,overcast clouds
437,Conde,BR,-7.2597,-34.9075,78.26,78,20,5.75,few clouds
438,Champerico,GT,14.3,-91.9167,77.07,77,5,6.06,clear sky
439,Micheweni,TZ,-4.9667,39.8333,79.9,79,7,5.5,clear sky
440,Los Llanos De Aridane,ES,28.6585,-17.9182,58.75,72,0,9.22,clear sky
441,Berlevag,NO,70.8578,29.0864,33.75,69,40,21.85,light snow
442,Tumarbong,PH,10.3766,119.4579,84.52,75,100,12.73,overcast clouds
443,Nekhayevskiy,RU,50.4106,41.7561,26.31,93,100,6.69,overcast clouds
444,Hobyo,SO,5.3505,48.5268,79.0,63,86,16.11,overcast clouds
445,Yatou,CN,37.15,122.3833,30.96,48,100,12.15,overcast clouds
446,Camacha,PT,33.0833,-16.3333,60.22,63,40,16.11,scattered clouds
447,Cuenca,EC,-2.8833,-78.9833,55.53,82,20,5.75,few clouds
448,Mahajanga,MG,-15.7167,46.3167,77.02,83,40,6.91,scattered clouds
449,Namatanai,PG,-3.6667,152.4333,84.88,69,61,12.41,light rain
450,Undory,RU,54.6085,48.3928,18.64,95,100,10.29,overcast clouds
451,Akureyri,IS,65.6835,-18.0878,10.33,85,100,3.44,overcast clouds
452,Dillon,US,34.4166,-79.3712,46.42,85,69,4.47,broken clouds
453,Gafanha Da Encarnacao,PT,40.6181,-8.733,59.77,93,100,15.48,overcast clouds
454,Nueve De Julio,AR,-35.4444,-60.8831,60.96,59,4,1.01,clear sky
455,Vanimo,PG,-2.6741,141.3028,81.0,86,85,5.26,overcast clouds
456,Tulsipur,NP,28.131,82.2973,62.76,50,2,3.18,clear sky
457,College,US,64.8569,-147.8028,7.12,85,100,4.61,light snow
458,Rio Grande,BR,-32.035,-52.0986,66.61,81,49,14.25,scattered clouds
459,Skibbereen,IE,51.55,-9.2667,33.62,79,25,3.15,scattered clouds
460,Evensk,RU,61.95,159.2333,22.14,84,100,22.73,overcast clouds
461,Vostok,RU,46.4856,135.8833,-8.0,87,100,8.12,overcast clouds
462,Shenjiamen,CN,29.9576,122.298,54.81,63,100,18.34,overcast clouds
463,Kabalo,CD,-6.05,26.9167,67.55,97,100,2.48,overcast clouds
464,Catamarca,AR,-28.4696,-65.7852,71.06,51,60,7.05,broken clouds
465,Guerrero Negro,MX,27.9769,-114.0611,61.61,55,100,15.39,overcast clouds
466,Lichinga,MZ,-13.3128,35.2406,64.49,88,75,5.99,light rain
467,La Quinta,US,33.6634,-116.31,55.06,49,100,1.48,overcast clouds
468,Gramada,BG,43.8344,22.6586,33.13,100,100,2.44,overcast clouds
469,Flinders,AU,-34.5833,150.8552,66.25,53,85,18.37,overcast clouds
470,Litovko,RU,49.2361,135.1742,-6.83,77,12,10.29,few clouds
471,Tautira,PF,-17.7333,-149.15,80.19,78,100,15.5,overcast clouds
472,Grants Pass,US,42.439,-123.3284,35.26,91,0,0.0,clear sky
473,Taian,CN,36.1853,117.12,32.43,32,100,3.94,overcast clouds
474,Avera,US,33.194,-82.5271,48.25,65,0,10.85,clear sky
475,Norman Wells,CA,65.282,-126.8329,-3.96,77,100,3.44,light snow
476,La Tuque,CA,47.4334,-72.7824,30.45,86,86,2.3,overcast clouds
477,Beipiao,CN,41.7919,120.7792,17.64,22,0,5.86,clear sky
478,Lukhovitsy,RU,54.9728,39.0361,26.42,94,100,13.87,light snow
479,Sur,OM,22.5667,59.5289,75.4,49,2,9.75,clear sky
480,Kastamonu,TR,41.5,33.6667,46.69,93,95,3.38,overcast clouds
481,Obera,AR,-27.4871,-55.1199,64.98,52,36,1.88,scattered clouds
482,Yen Bai,VN,21.7,104.8667,68.86,55,29,2.26,scattered clouds
483,Ust-Omchug,RU,61.15,149.6333,-16.11,97,99,10.8,overcast clouds
484,Mosetse,BW,-20.75,26.65,69.01,79,99,5.61,overcast clouds
485,Amapa,BR,1.0,-52.0,71.31,94,100,2.04,overcast clouds
486,Werda,BW,-25.2667,23.2833,75.02,59,89,11.7,overcast clouds
487,Labrea,BR,-7.2586,-64.7981,73.31,98,96,1.72,light rain
488,Phuket,TH,8.0,98.25,82.62,74,20,6.91,few clouds
489,Tottori,JP,35.5,134.2333,46.47,76,75,20.71,light intensity shower rain
490,Narsaq,GL,60.9167,-46.05,8.29,73,16,6.22,few clouds
491,Feuchtwangen,DE,49.1667,10.3333,26.58,96,100,5.97,light snow
492,Anloga,GH,5.7947,0.8973,79.86,84,89,9.1,light rain
493,Tiquisio,CO,8.5597,-74.2669,74.48,95,84,2.01,broken clouds
494,Turukhansk,RU,65.8167,87.9833,-0.49,90,100,17.11,overcast clouds
495,Yar-Sale,RU,66.8333,70.8333,8.49,94,100,13.11,overcast clouds
496,Bereda,ES,43.2686,-7.5406,45.57,100,100,2.95,overcast clouds
497,Qingdao,CN,36.0986,120.3719,28.0,54,0,8.95,clear sky
498,Savannah Bight,HN,16.45,-85.85,80.83,81,0,22.12,light rain
499,Ambilobe,MG,-13.2,49.05,77.63,79,100,2.24,overcast clouds
500,Curup,ID,-3.4667,102.5333,84.33,50,79,3.8,broken clouds
501,Labuhan,ID,-6.8844,112.2051,82.85,72,100,6.87,light rain
502,Miri,MY,4.4148,114.0089,82.54,83,40,8.05,scattered clouds
503,Esil,KZ,51.9556,66.4042,5.31,80,71,5.73,broken clouds
504,Karratha,AU,-20.7377,116.8463,91.83,29,0,20.36,clear sky
505,Lashio,MM,22.9333,97.75,73.31,57,19,1.72,few clouds
506,Puerto Del Rosario,ES,28.5004,-13.8627,62.35,82,0,6.91,clear sky
507,Burnie,AU,-41.0667,145.9167,64.94,58,5,12.44,clear sky
508,Imbituba,BR,-28.24,-48.6703,68.16,84,61,9.82,broken clouds
509,Kamsack,CA,51.5667,-101.9009,15.33,89,100,17.52,light snow
510,Carlisle,US,40.2015,-77.1889,41.4,71,100,3.33,overcast clouds
511,Horsham,GB,51.064,-0.3272,31.24,94,0,3.44,clear sky
512,Palencia,ES,42.4167,-4.5,43.79,96,100,3.67,overcast clouds
513,El Fuerte,MX,26.4189,-108.6194,60.33,43,19,2.19,few clouds
514,Raudeberg,NO,61.9875,5.1352,29.86,55,100,11.74,light snow
515,Totma,RU,59.9747,42.7642,19.67,94,100,10.6,light snow
516,Merauke,ID,-8.4667,140.3333,84.97,70,28,8.12,scattered clouds
517,Aksarka,RU,66.5606,67.7975,1.45,98,89,9.51,overcast clouds
518,Kerchevskiy,RU,59.946,56.2884,4.1,97,61,6.69,broken clouds
519,Morondava,MG,-20.2833,44.2833,79.2,80,97,6.29,overcast clouds
520,Dindigul,IN,10.35,77.95,75.83,66,74,2.28,broken clouds
521,Takab,IR,36.4009,47.1133,34.92,90,7,1.54,clear sky
522,Krasnyy Yar,RU,46.5331,48.3456,22.93,92,94,7.38,overcast clouds
523,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,71.1,94,100,3.6,overcast clouds
524,Minab,IR,27.1467,57.0801,68.2,21,0,6.29,clear sky
525,Asau,RO,46.4333,26.4,33.28,85,97,3.09,overcast clouds
526,Makaha,US,21.4694,-158.2175,76.8,71,6,7.76,clear sky
527,Brigantine,US,39.4101,-74.3646,51.04,96,100,23.02,moderate rain
528,Labytnangi,RU,66.6572,66.4183,-5.64,100,73,4.61,broken clouds
529,Quesnel,CA,52.9999,-122.5029,7.3,85,75,2.3,broken clouds
530,Tefe,BR,-3.3542,-64.7114,74.88,91,91,2.13,overcast clouds
531,Vernon,CA,50.2581,-119.2691,27.93,80,62,5.75,broken clouds
532,Winton,US,37.3894,-120.6133,44.98,85,68,0.89,broken clouds
533,Whitehorse,CA,60.7161,-135.0538,25.11,84,100,10.36,light shower snow
534,Manzhouli,CN,49.6,117.4333,-5.66,82,100,9.37,overcast clouds
535,Makinsk,KZ,52.6292,70.4169,-6.77,80,0,2.62,clear sky
536,Inhambane,MZ,-23.865,35.3833,78.3,83,100,1.34,light rain
537,Rockhampton,AU,-23.3833,150.5,85.89,42,75,9.22,broken clouds
538,Keti Bandar,PK,24.1447,67.4497,73.63,40,1,5.17,clear sky
539,Riyadh,SA,24.6877,46.7219,57.34,46,54,4.36,broken clouds
540,Boguchany,RU,58.3814,97.4531,2.01,95,100,6.51,overcast clouds
541,Orodara,BF,10.9492,-4.9342,66.97,15,0,4.68,clear sky
542,Taitung,TW,22.7583,121.1444,80.87,69,75,6.91,broken clouds
543,East Wenatchee Bench,US,47.4257,-120.2812,22.17,91,86,1.86,overcast clouds
544,Aquitania,CO,5.5197,-72.8875,42.04,84,73,2.19,broken clouds
545,Liepaja,LV,56.5419,21.0367,22.98,93,92,5.75,light snow
546,Rundu,NA,-17.9333,19.7667,67.12,88,98,2.86,overcast clouds
547,Vallenar,CL,-28.5708,-70.7581,68.47,62,22,4.47,few clouds
548,Peshkopi,AL,41.685,20.4289,51.03,91,68,5.28,broken clouds
549,Kushiro,JP,42.975,144.3747,29.35,37,20,18.41,few clouds
550,Tandur,IN,17.2333,77.5833,78.03,61,5,4.07,clear sky
551,Aracati,BR,-4.5617,-37.7697,78.26,77,100,9.66,overcast clouds
552,Lompoc,US,34.6391,-120.4579,50.14,90,0,0.0,clear sky
553,Basoko,CD,1.2391,23.616,68.18,94,43,3.4,scattered clouds
554,Fortuna,US,40.5982,-124.1573,40.12,97,0,8.05,clear sky
555,Dukat,RU,62.55,155.55,-14.22,99,100,7.07,light snow
556,Laguna,US,38.421,-121.4238,46.11,87,11,2.98,few clouds
557,Laerdalsoyri,NO,61.098,7.4816,14.9,88,93,4.94,overcast clouds
558,Northam,GB,51.0333,-4.2167,29.75,87,4,3.74,clear sky
559,Bemidji,US,47.4736,-94.8803,31.17,98,0,0.0,clear sky
560,Grand-Santi,GF,4.25,-54.3833,70.9,99,95,2.28,overcast clouds
561,Alofi,NU,-19.0595,-169.9187,80.49,74,75,8.05,broken clouds
562,Honggang,CN,46.4667,124.8667,2.91,48,7,9.35,clear sky
563,Kushmurun,KZ,52.4503,64.6311,0.28,92,29,3.96,scattered clouds
564,Antalaha,MG,-14.9003,50.2788,76.86,77,100,3.69,overcast clouds
565,Stephenville Crossing,CA,48.5,-58.4318,37.53,60,100,23.02,overcast clouds
566,Galveston,US,29.3669,-94.9669,60.94,69,0,4.07,clear sky
567,Santa Cruz,BO,-17.8,-63.1667,71.06,94,75,24.16,thunderstorm with light rain
568,Gat,IL,31.61,34.7642,60.4,84,0,4.05,clear sky
569,Heilbron,ZA,-27.2812,27.9709,63.25,80,94,6.4,overcast clouds
570,Sabang,ID,5.8933,95.3214,80.29,80,85,9.57,light rain
571,Arkhipo-Osipovka,RU,44.37,38.52,53.13,95,100,9.08,overcast clouds
572,Ambon,ID,-3.6954,128.1814,87.94,66,40,6.91,scattered clouds
573,Matagami,CA,49.7502,-77.6328,30.31,86,100,11.5,overcast clouds
574,Okha,RU,53.5739,142.9478,1.54,92,100,31.25,light snow
575,Tyukalinsk,RU,55.8732,72.1967,-8.45,87,9,8.81,clear sky
576,Bosaso,SO,11.2842,49.1816,73.99,75,0,4.56,clear sky
577,Sinnamary,GF,5.3833,-52.95,75.43,91,88,7.78,moderate rain
578,Nelson Bay,AU,-32.7167,152.15,67.08,61,66,13.0,broken clouds
579,Tazovskiy,RU,67.4667,78.7,9.61,91,100,14.63,overcast clouds
580,Newport,GB,51.5877,-2.9984,29.52,91,11,3.36,few clouds
581,Sinazongwe,ZM,-17.2614,27.4618,72.68,78,86,2.91,overcast clouds
582,Maltahohe,NA,-24.8333,16.9833,60.04,63,51,6.42,broken clouds
583,Shache,CN,38.4167,77.2406,26.92,42,1,3.6,clear sky
584,Chumikan,RU,54.7183,135.315,-6.38,69,100,24.2,overcast clouds
585,Diego De Almagro,CL,-26.3667,-70.05,62.89,57,1,2.33,clear sky
586,Green River,US,41.5286,-109.4662,-2.81,100,83,3.11,broken clouds
587,Huaraz,PE,-9.5333,-77.5333,55.63,84,100,1.14,light rain
588,Xining,CN,36.6167,101.7667,15.44,62,95,7.0,overcast clouds
589,Gombe,NG,10.2897,11.1673,69.67,18,78,7.36,broken clouds
590,Thinadhoo,MV,0.5333,72.9333,81.01,73,36,6.78,scattered clouds
591,Cache Creek,CA,50.8101,-121.3246,18.95,99,77,2.24,broken clouds
592,Karaton,ID,-6.3424,106.1045,85.91,61,99,3.24,overcast clouds
593,Copiapo,CL,-27.3667,-70.3333,60.49,71,0,2.77,clear sky
594,Kaniama,CD,-7.5667,24.1833,62.67,97,96,2.42,overcast clouds
595,Morgan City,US,29.6994,-91.2068,46.0,65,0,3.24,clear sky
596,Shelburne,CA,44.0787,-80.2041,31.12,99,100,13.06,light snow
597,Kortkeros,RU,61.8106,51.5806,15.8,93,85,7.14,overcast clouds
598,Boa Vista,BR,2.8197,-60.6733,75.18,78,0,6.91,clear sky
599,Panino,RU,51.6467,40.1346,26.51,96,100,10.18,light snow
600,Iberia,US,29.9502,-91.7507,49.98,58,1,3.04,clear sky
601,Port Augusta,AU,-32.5,137.7667,79.61,21,64,13.02,broken clouds
602,Canutama,BR,-6.5339,-64.3831,72.63,98,100,1.07,overcast clouds
603,Mao,ES,39.8885,4.2658,59.56,77,0,10.36,clear sky
604,Tuscaloosa,US,33.2098,-87.5692,43.05,90,0,4.21,clear sky
605,Son La,VN,21.3167,103.9,68.68,59,7,3.44,clear sky
606,Ikungi,TZ,-5.1333,34.7667,60.53,85,42,3.53,scattered clouds
607,Cabinda,AO,-5.55,12.2,77.14,91,100,4.5,light rain
608,Zavitinsk,RU,50.1167,129.45,-9.94,85,30,9.24,scattered clouds
609,Fort Collins,US,40.5853,-105.0844,21.22,39,0,17.27,clear sky
610,Nioro,GM,13.35,-15.75,68.99,15,59,4.25,broken clouds
611,Chapada Dos Guimaraes,BR,-15.4606,-55.7497,74.86,95,100,3.87,overcast clouds
612,Deskati,GR,39.9225,21.8028,43.56,87,100,1.19,overcast clouds
613,Tiznit,MA,29.5833,-9.5,56.77,78,86,6.44,light rain
614,Maldonado,UY,-34.6667,-54.9167,60.22,72,0,6.58,clear sky
615,Balkhash,KZ,46.844,74.9804,3.81,72,0,11.18,clear sky
616,Baherden,TM,38.4362,57.4316,49.14,47,100,5.53,overcast clouds
617,Annaka,JP,36.3167,138.9,54.07,38,46,10.74,scattered clouds
618,Arawa,PG,-6.2132,155.5367,83.79,80,53,0.31,moderate rain
619,Bama,NG,11.5221,13.6856,67.14,31,64,5.99,broken clouds
620,Willowmore,ZA,-33.2926,23.4895,67.28,68,93,3.74,overcast clouds
621,Makakilo City,US,21.3469,-158.0858,75.43,82,7,6.22,clear sky
622,Hambantota,LK,6.1241,81.1185,80.94,78,20,3.44,few clouds
623,Huarmey,PE,-10.0681,-78.1522,69.53,83,100,5.39,overcast clouds
624,Alugan,PH,12.2188,125.4808,81.88,83,79,11.79,broken clouds
625,Mato Verde,BR,-15.3972,-42.8664,67.08,97,94,2.48,overcast clouds
626,Hamilton,US,39.1834,-84.5333,42.6,73,100,5.99,overcast clouds
627,Matadi,CD,-5.8167,13.45,75.16,96,100,2.1,overcast clouds
628,Baijiantan,CN,45.6333,85.1833,6.94,87,43,4.65,scattered clouds
629,Sambava,MG,-14.2667,50.1667,76.17,85,92,5.95,overcast clouds
630,Ukiah,US,39.1502,-123.2078,43.65,86,0,0.0,haze
631,Roald,NO,62.5833,6.1333,34.75,86,75,6.91,snow
632,Kargopol,RU,61.5071,38.9456,18.93,95,100,6.73,light snow
633,Nome,US,64.5011,-165.4064,-2.58,92,15,4.7,few clouds
634,Neuquen,AR,-38.9516,-68.0591,73.29,35,0,4.61,clear sky
635,Ozernovskiy,RU,51.5,156.5167,28.33,66,100,13.71,light snow
636,Greensburg,US,40.3015,-79.5389,41.11,86,100,4.0,overcast clouds
637,Red Bluff,US,40.1785,-122.2358,42.85,67,33,7.99,scattered clouds
638,Proletarsk,RU,46.7031,41.7192,36.28,89,100,13.62,light rain
639,Tutoia,BR,-2.7619,-42.2744,79.45,78,86,11.27,overcast clouds
640,Klyuchi,RU,52.2667,79.1667,-7.83,87,6,7.61,clear sky
641,Marystown,CA,47.1666,-55.1483,36.68,93,100,25.21,overcast clouds
642,Chute-Aux-Outardes,CA,49.1168,-68.399,30.18,80,100,14.97,overcast clouds
643,Kununurra,AU,-15.7667,128.7333,96.78,38,40,8.05,scattered clouds
644,Odessa,UA,46.4775,30.7326,41.27,94,70,9.53,broken clouds
645,Gornoye Loo,RU,43.7129,39.6049,55.18,96,100,10.42,overcast clouds
646,Salekhard,RU,66.53,66.6019,-5.22,100,90,4.38,overcast clouds
647,Totness,SR,5.8833,-56.3167,76.68,85,58,10.98,broken clouds
648,Jaguarao,BR,-32.5661,-53.3758,58.32,86,33,10.47,scattered clouds
649,Maloy,NO,61.9353,5.1136,30.72,55,100,11.05,light snow
650,Noumea,NC,-22.2763,166.4572,89.58,99,7,13.18,clear sky
651,Wenling,CN,28.3669,121.36,52.83,92,100,10.54,overcast clouds
652,Batsfjord,NO,70.6345,29.7185,33.73,80,75,13.8,broken clouds
653,Maragogi,BR,-9.0122,-35.2225,76.5,81,100,7.47,overcast clouds
654,Cabedelo,BR,-6.9811,-34.8339,79.47,80,72,9.04,broken clouds
655,Ewa Beach,US,21.3156,-158.0072,76.84,82,6,5.93,clear sky
656,Nadym,RU,65.5333,72.5167,10.29,92,100,15.66,overcast clouds
657,Nanning,CN,22.8167,108.3167,63.05,39,2,6.91,clear sky
658,Gizo,SB,-8.103,156.8419,84.22,70,43,3.47,light rain
659,Promyshlennaya,RU,54.9159,85.6385,-6.65,97,28,3.56,scattered clouds
660,Ojinaga,MX,29.5667,-104.4167,45.55,42,0,6.91,clear sky
661,Lusambo,CD,-4.9667,23.45,68.2,98,100,1.23,overcast clouds
662,Palmer,US,42.1584,-72.3287,39.61,85,100,3.44,mist
663,Marzuq,YE,14.4,46.4667,58.57,37,20,2.24,few clouds
664,Kaohsiung,TW,22.6163,120.3133,78.89,67,75,5.75,broken clouds
665,San Martin,AR,-33.081,-68.4681,77.54,23,0,10.4,clear sky
666,Cap Malheureux,MU,-19.9842,57.6142,79.47,65,98,7.0,overcast clouds
667,Progreso,MX,21.2833,-89.6667,75.96,87,15,6.33,few clouds
668,Capaccio,IT,40.4244,15.0809,60.06,90,100,6.67,overcast clouds
669,Evanston,US,42.0411,-87.6901,32.68,84,98,4.0,overcast clouds
670,Sira,IN,13.7453,76.9092,73.44,52,3,6.55,clear sky
671,Kem,RU,64.9555,34.5793,14.79,90,66,14.07,broken clouds
672,Oriximina,BR,-1.7656,-55.8661,76.03,78,97,2.98,overcast clouds
673,Watertown,US,42.3709,-71.1828,43.86,89,100,20.71,mist
674,Udachnyy,RU,66.4167,112.4,-30.55,100,100,3.69,overcast clouds
675,Nedryhayliv,UA,50.834,33.8763,30.06,98,100,2.68,overcast clouds
676,Asekeyevo,RU,53.5742,52.7972,3.83,98,89,3.71,overcast clouds
677,Lorengau,PG,-2.0226,147.2712,78.46,84,100,9.19,very heavy rain
678,Saint-Francois,FR,46.4154,3.9054,32.68,100,100,6.91,mist
679,Kroya,ID,-7.6331,109.2461,82.9,70,100,2.17,overcast clouds
680,Jasper,US,37.2001,-94.3502,32.88,62,30,1.99,scattered clouds
681,Farias Brito,BR,-6.9306,-39.5656,81.28,65,100,0.47,overcast clouds
682,Luanda,AO,-8.8368,13.2343,75.2,88,20,4.61,few clouds
683,Princeton,US,25.5384,-80.4089,77.02,91,100,1.01,overcast clouds
684,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,27.19,74,40,8.95,light snow
685,Scarborough,GB,54.2797,-0.4044,30.16,91,24,1.99,few clouds
686,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,76.98,80,98,8.41,overcast clouds
687,Baykit,RU,61.67,96.37,-5.42,98,100,2.57,overcast clouds
688,Kaeo,NZ,-35.1,173.7833,76.32,80,82,6.98,broken clouds
689,Morales,CO,2.757,-76.6172,57.36,97,65,1.95,broken clouds
690,Kudahuvadhoo,MV,2.6708,72.8944,80.15,74,44,2.53,scattered clouds
691,Charlestown,AU,-32.95,151.6667,69.03,61,59,7.0,broken clouds
692,Jiexiu,CN,37.0244,111.9125,26.83,25,100,14.99,overcast clouds
693,Ondjiva,AO,-17.0667,15.7333,66.9,47,41,4.85,scattered clouds
694,Kasongo-Lunda,CD,-6.4667,16.8167,66.65,99,100,0.27,light rain
695,Nagua,DO,19.3832,-69.8474,71.73,82,0,5.1,clear sky
696,Lakatoro,VU,-16.0999,167.4164,83.08,62,36,5.14,scattered clouds
