City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
291,Vaida,EE,2022-12-10 22:07:45,59.2906,24.9658,15.48,92,100,8.05
292,Daru,PG,2022-12-10 22:07:45,-9.0763,143.2092,79.57,84,100,1.32
293,Flinders,AU,2022-12-10 22:07:45,-34.5833,150.8552,71.38,65,2,5.99
294,Krotoszyn,PL,2022-12-10 22:07:45,51.6987,17.4374,32.56,95,100,7.2
295,Lata,PT,2022-12-10 22:07:46,40.1629,-8.3327,49.08,93,100,2.77
296,Celestun,MX,2022-12-10 22:07:46,20.8667,-90.4,80.6,66,0,12.82
297,Broken Hill,AU,2022-12-10 22:07:46,-31.95,141.4333,84.02,18,18,18.66
298,Anchorage,US,2022-12-10 22:05:06,61.2181,-149.9003,16.66,86,100,5.75
299,Port Hedland,AU,2022-12-10 22:07:47,-20.3167,118.5667,82.45,24,6,9.22
300,Avera,US,2022-12-10 22:07:47,33.194,-82.5271,55.38,76,100,5.19
301,Araouane,ML,2022-12-10 22:07:47,18.9048,-3.5265,71.38,12,0,7.72
302,Pistsovo,RU,2022-12-10 22:07:47,57.179,40.5298,24.1,97,100,8.63
303,Nenjiang,CN,2022-12-10 22:07:48,49.1833,125.2167,-13.97,98,5,1.36
304,Kiama,AU,2022-12-10 22:07:48,-34.6833,150.8667,71.58,64,3,8.01
305,Yakeshi,CN,2022-12-10 22:06:43,49.2833,120.7333,-13.02,98,21,4.43
306,Hobyo,SO,2022-12-10 22:07:48,5.3505,48.5268,77.81,73,71,14.81
307,Bathsheba,BB,2022-12-10 22:07:49,13.2167,-59.5167,76.05,80,20,4.61
308,Baghdad,IQ,2022-12-10 22:04:18,33.3406,44.4009,51.71,87,0,4.61
309,Miles City,US,2022-12-10 22:05:58,46.4083,-105.8406,22.17,79,0,0.0
310,Sudak,UA,2022-12-10 22:07:49,44.85,34.9667,52.74,95,100,1.99
311,Verkhnevilyuysk,RU,2022-12-10 22:07:49,63.4453,120.3167,-36.58,100,98,2.89
312,Port Shepstone,ZA,2022-12-10 22:07:50,-30.7414,30.455,71.31,81,100,4.97
313,Beringovskiy,RU,2022-12-10 22:07:07,63.05,179.3167,13.69,91,87,16.73
314,Raduzhnyy,RU,2022-12-10 22:07:50,62.0961,77.475,-24.7,100,40,3.56
315,Pak Phanang,TH,2022-12-10 22:07:50,8.3511,100.202,77.05,84,35,5.17
316,Sibolga,ID,2022-12-10 22:07:50,1.7427,98.7792,73.9,95,100,2.91
317,Kuala Pilah,MY,2022-12-10 22:07:51,2.7389,102.2487,71.91,99,98,2.13
318,Mulege,MX,2022-12-10 22:07:51,26.8833,-111.9833,68.25,42,72,9.44
319,Ygatimi,PY,2022-12-10 22:07:51,-24.0833,-55.5,84.24,68,79,2.91
320,Cayenne,GF,2022-12-10 22:04:05,4.9333,-52.3333,77.04,88,75,4.61
321,Ilulissat,GL,2022-12-10 22:07:52,69.2167,-51.1,19.42,73,100,3.44
322,Ranchi,IN,2022-12-10 22:08:52,23.35,85.3333,60.91,77,75,0.0
323,Richards Bay,ZA,2022-12-10 22:08:52,-28.783,32.0377,73.33,91,100,2.48
324,Homer,US,2022-12-10 22:08:52,59.6425,-151.5483,28.27,52,100,15.99
325,Greytown,ZA,2022-12-10 22:08:53,-29.0642,30.5928,63.21,98,94,1.97
326,Zhangye,CN,2022-12-10 22:05:46,38.9342,100.4517,17.35,56,97,4.09
327,Horodkivka,UA,2022-12-10 22:08:53,49.9068,28.9847,34.12,100,100,3.22
328,Toropets,RU,2022-12-10 22:08:53,56.4978,31.6353,21.99,93,98,7.96
329,Srednekolymsk,RU,2022-12-10 22:08:54,67.45,153.6833,-44.45,98,85,8.12
330,Mangaluru,IN,2022-12-10 22:08:54,12.8667,74.8833,74.26,88,75,10.36
331,Olutanga,PH,2022-12-10 22:08:54,7.3106,122.8464,81.54,74,94,6.42
332,Roma,US,2022-12-10 22:05:28,43.2128,-75.4557,32.72,66,0,5.75
333,Esperance,AU,2022-12-10 22:08:54,-33.8667,121.9,59.36,63,71,12.97
334,Boa Vista,BR,2022-12-10 22:08:55,2.8197,-60.6733,85.98,58,20,8.05
335,Bundaberg,AU,2022-12-10 22:08:55,-24.85,152.35,77.22,80,89,1.99
336,Vao,NC,2022-12-10 22:06:21,-22.6667,167.4833,77.85,78,100,8.08
337,Calvinia,ZA,2022-12-10 22:04:13,-31.4707,19.776,67.41,61,55,20.56
338,Nishihara,JP,2022-12-10 22:08:55,26.1842,127.7558,69.08,78,20,11.5
339,Parrita,CR,2022-12-10 22:08:56,9.5201,-84.3225,80.15,74,71,2.62
340,Elk City,US,2022-12-10 22:08:56,35.412,-99.4043,52.02,66,0,10.36
341,Gamba,GA,2022-12-10 22:08:56,-2.65,10.0,77.47,87,100,4.47
342,Mazamari,PE,2022-12-10 22:08:56,-11.3258,-74.5308,84.45,60,66,2.28
343,Batagay-Alyta,RU,2022-12-10 22:08:57,67.8006,130.4114,-33.59,87,99,3.8
344,Mirpur Sakro,PK,2022-12-10 22:08:57,24.5474,67.6277,68.68,29,0,12.24
345,Mansa,IN,2022-12-10 22:08:57,29.9833,75.3833,59.09,50,0,7.18
346,Norristown,US,2022-12-10 22:08:55,40.1215,-75.3399,41.56,65,75,0.0
347,Wajima,JP,2022-12-10 22:08:58,37.4,136.9,43.93,90,100,24.76
348,Sawtell,AU,2022-12-10 22:08:58,-30.3833,153.1,73.42,68,11,13.8
349,Coolum Beach,AU,2022-12-10 22:08:58,-26.5333,153.1,76.1,76,87,5.86
350,Biloela,AU,2022-12-10 22:08:58,-24.4167,150.5,74.46,72,3,4.99
351,Chatrapur,IN,2022-12-10 22:08:58,19.35,84.9833,70.61,71,79,4.56
352,La Reforma,MX,2022-12-10 22:08:59,25.0833,-108.05,78.96,39,29,13.49
353,Sheridan,US,2022-12-10 22:08:59,44.8333,-106.9173,40.32,64,0,1.01
354,Saint-Augustin,CA,2022-12-10 22:08:59,51.226,-58.6502,12.06,73,4,15.84
355,Novyy Urengoy,RU,2022-12-10 22:06:26,66.0833,76.6333,-18.92,98,24,6.69
356,Tuatapere,NZ,2022-12-10 22:09:00,-46.1333,167.6833,61.5,69,94,3.85
357,Ponta Delgada,PT,2022-12-10 22:09:00,37.7333,-25.6667,66.51,88,40,18.41
358,Bambanglipuro,ID,2022-12-10 22:09:00,-7.95,110.2833,75.92,88,84,2.37
359,Sao Lourenco Do Sul,BR,2022-12-10 22:09:00,-31.3653,-51.9783,74.37,81,100,12.03
360,Luena,AO,2022-12-10 22:09:01,-11.7833,19.9167,61.81,97,92,3.83
361,Mwanza,TZ,2022-12-10 22:09:01,-2.5167,32.9,67.71,86,100,7.43
362,Palmer,US,2022-12-10 22:05:32,42.1584,-72.3287,36.21,63,100,4.61
363,Rocha,UY,2022-12-10 22:09:02,-34.4833,-54.3333,71.19,55,25,11.5
364,Dunedin,NZ,2022-12-10 22:09:02,-45.8742,170.5036,59.23,74,33,4.61
365,Arica,CL,2022-12-10 22:09:03,-18.475,-70.3042,74.75,56,0,6.91
366,Along,IN,2022-12-10 22:09:03,28.1667,94.7667,50.94,78,0,1.36
367,Guerrero Negro,MX,2022-12-10 22:10:04,27.9769,-114.0611,67.75,26,1,12.06
368,Dudinka,RU,2022-12-10 22:10:06,69.4058,86.1778,-35.68,100,40,3.18
369,Lang Son,VN,2022-12-10 22:10:06,21.8333,106.7333,56.97,82,100,5.37
370,Nador,MA,2022-12-10 22:10:07,35.174,-2.9287,62.85,77,20,5.75
371,Iquitos,PE,2022-12-10 22:10:08,-3.7481,-73.2472,82.44,78,75,3.44
372,Grand Gaube,MU,2022-12-10 22:10:09,-20.0064,57.6608,76.37,73,25,5.01
373,San Cristobal,VE,2022-12-10 22:10:10,7.7669,-72.225,71.78,88,97,1.1
374,Kruisfontein,ZA,2022-12-10 22:08:20,-34.0033,24.7314,68.49,97,100,4.12
375,Lufilufi,WS,2022-12-10 22:10:11,-13.8745,-171.5986,82.63,77,16,15.14
376,Tiznit,MA,2022-12-10 22:10:12,29.5833,-9.5,61.23,69,84,2.13
377,Cartagena,CO,2022-12-10 22:10:01,10.3997,-75.5144,82.02,69,20,9.22
378,Meulaboh,ID,2022-12-10 22:10:12,4.1363,96.1285,75.65,88,100,9.08
379,Fort Pierce,US,2022-12-10 22:10:13,27.4467,-80.3256,76.06,71,0,8.99
380,Dodoma,TZ,2022-12-10 22:10:14,-6.1722,35.7395,71.67,64,99,5.46
381,Holme,DK,2022-12-10 22:10:14,56.1138,10.1725,30.18,92,96,4.92
382,Prince Rupert,CA,2022-12-10 22:10:15,54.3161,-130.3201,36.57,62,15,4.07
383,Kongolo,CD,2022-12-10 22:10:15,-5.3833,27.0,68.95,92,87,1.36
384,Coihaique,CL,2022-12-10 22:10:16,-45.5752,-72.0662,56.01,76,75,12.66
385,Brookhaven,US,2022-12-10 22:10:17,31.5791,-90.4407,73.24,70,98,3.76
386,Werda,BW,2022-12-10 22:10:18,-25.2667,23.2833,79.61,42,86,11.79
387,Lwowek Slaski,PL,2022-12-10 22:10:19,51.1107,15.5858,31.44,97,100,5.97
388,Palmas,BR,2022-12-10 22:06:49,-10.2128,-48.3603,85.87,62,20,4.61
389,Upata,VE,2022-12-10 22:10:21,8.0086,-62.3989,71.64,92,63,4.47
390,Itaocara,BR,2022-12-10 22:10:21,-21.6692,-42.0761,77.86,83,7,2.91
391,Broome,US,2022-12-10 22:10:22,42.2506,-75.833,37.0,67,0,6.91
392,Barquisimeto,VE,2022-12-10 22:10:22,10.0739,-69.3228,73.36,82,91,5.03
393,Dickinson,US,2022-12-10 22:08:51,29.4608,-95.0513,79.16,83,75,16.11
394,Korla,CN,2022-12-10 22:10:23,41.7597,86.1469,21.34,24,0,12.26
395,Thunder Bay,CA,2022-12-10 22:10:23,48.4001,-89.3168,31.91,86,100,9.22
396,Maunatlala,BW,2022-12-10 22:10:23,-22.597,27.6301,73.99,55,41,5.26
397,Zanjan,IR,2022-12-10 22:10:24,36.6736,48.4787,31.84,83,10,1.81
398,Hamilton,US,2022-12-10 22:10:24,39.1834,-84.5333,47.98,86,100,5.75
399,Benjamin Constant,BR,2022-12-10 22:10:25,-4.3831,-70.0311,82.53,74,40,4.61
400,Jamundi,CO,2022-12-10 22:10:25,3.2607,-76.535,78.76,80,84,1.54
401,Drugovo,MK,2022-12-10 22:10:25,41.4842,20.9233,55.2,91,100,11.86
402,Kichera,RU,2022-12-10 22:10:26,55.9375,110.0997,7.97,91,100,3.78
403,Sambava,MG,2022-12-10 22:10:26,-14.2667,50.1667,74.55,88,6,9.53
404,Bafq,IR,2022-12-10 22:10:27,31.6128,55.4107,43.66,45,41,6.13
405,Nanortalik,GL,2022-12-10 22:10:27,60.1432,-45.2371,22.87,76,4,10.25
406,Faanui,PF,2022-12-10 22:10:28,-16.4833,-151.75,76.93,76,100,6.33
407,Gweta,BW,2022-12-10 22:10:28,-20.1833,25.2333,75.54,65,75,10.74
408,Kokoda,PG,2022-12-10 22:10:28,-8.8785,147.7407,80.55,78,100,1.99
409,Vanimo,PG,2022-12-10 22:11:29,-2.6741,141.3028,79.23,82,100,2.86
410,Terra Santa,BR,2022-12-10 22:11:29,-2.1042,-56.4869,86.05,45,83,3.76
411,Voskresenskoye,RU,2022-12-10 22:11:29,56.8381,45.4317,28.47,97,100,8.39
412,Saint-Francois,FR,2022-12-10 22:11:29,46.4154,3.9054,22.44,93,31,1.14
413,Namatanai,PG,2022-12-10 22:11:30,-3.6667,152.4333,81.81,75,94,5.19
414,Arman,RU,2022-12-10 22:11:30,59.7,150.1667,-16.15,95,87,6.51
415,Geraldton,AU,2022-12-10 22:11:30,-28.7667,114.6,54.01,82,0,6.91
416,Marolambo,MG,2022-12-10 22:11:31,-20.05,48.1167,65.68,95,30,1.97
417,Det Udom,TH,2022-12-10 22:11:31,14.906,105.0784,67.62,85,96,3.69
418,Alice Springs,AU,2022-12-10 22:11:31,-23.7,133.8833,88.21,40,82,3.0
419,Guanica,PR,2022-12-10 22:11:32,17.9716,-66.908,77.04,85,38,4.76
420,Djambala,CG,2022-12-10 22:11:32,-2.5447,14.7533,68.34,85,27,1.07
421,Lunenburg,CA,2022-12-10 22:10:08,44.3835,-64.3155,27.09,82,72,20.67
422,Nizhniy Tsasuchey,RU,2022-12-10 22:11:32,50.5167,115.1333,-0.26,83,2,5.66
423,Kysyl-Syr,RU,2022-12-10 22:11:32,63.8986,122.7617,-34.92,100,98,3.58
424,Komsomolskiy,UZ,2022-12-10 22:11:33,40.4272,71.7189,29.12,80,75,2.3
425,Nemuro,JP,2022-12-10 22:11:33,43.3236,145.575,33.91,67,81,5.26
426,Berlevag,NO,2022-12-10 22:11:33,70.8578,29.0864,23.0,68,96,10.36
427,Miyata,JP,2022-12-10 22:11:34,33.7167,130.6667,49.91,93,100,5.35
428,Garhakota,IN,2022-12-10 22:11:34,23.7667,79.15,55.35,49,12,4.65
429,Ostrovnoy,RU,2022-12-10 22:11:34,68.0531,39.5131,14.88,87,100,6.06
430,Winsum,NL,2022-12-10 22:11:34,53.33,6.5208,30.22,94,100,7.99
431,Mon,IN,2022-12-10 22:09:15,26.75,95.1,54.7,79,1,3.49
432,Taoudenni,ML,2022-12-10 22:11:35,22.6783,-3.9836,79.36,13,1,4.79
433,Melito Di Porto Salvo,IT,2022-12-10 22:11:35,37.9222,15.7714,65.53,72,40,4.61
434,Muswellbrook,AU,2022-12-10 22:11:35,-32.2667,150.9,68.83,59,0,3.06
435,Pontal Do Parana,BR,2022-12-10 22:11:36,-25.6533,-48.5128,74.52,84,12,5.1
436,Jian,CN,2022-12-10 22:11:36,27.1172,114.9793,49.3,78,65,9.53
437,Chicama,PE,2022-12-10 22:06:43,-7.8447,-79.1469,66.74,71,81,7.36
438,Mexticacan,MX,2022-12-10 22:11:36,21.2654,-102.7798,77.56,17,6,7.2
439,Marrakesh,MA,2022-12-10 22:11:36,31.6315,-8.0083,57.27,77,78,5.75
440,Yegorlykskaya,RU,2022-12-10 22:11:37,46.5656,40.6562,38.07,85,54,14.83
441,Victor Harbor,AU,2022-12-10 22:11:37,-35.5667,138.6167,63.0,83,99,3.0
442,Sao Filipe,CV,2022-12-10 22:11:37,14.8961,-24.4956,77.63,72,17,5.44
443,Caravelas,BR,2022-12-10 22:11:38,-17.7125,-39.2481,77.13,88,77,8.88
444,Peterhead,GB,2022-12-10 22:11:38,57.5058,-1.7981,39.51,65,100,18.86
445,Rundu,NA,2022-12-10 22:11:38,-17.9333,19.7667,68.5,74,24,3.89
446,Wad Rawah,SD,2022-12-10 22:11:38,15.1603,33.1397,74.05,27,6,9.84
447,Haines Junction,CA,2022-12-10 22:11:39,60.7522,-137.5108,-6.14,96,55,1.21
448,Puerto Leguizamo,CO,2022-12-10 22:11:39,-0.1934,-74.7819,80.89,74,100,2.42
449,Reforma,MX,2022-12-10 22:11:39,18.1,-91.0167,78.82,75,86,3.18
450,Taltal,CL,2022-12-10 22:10:21,-25.4,-70.4833,66.9,75,90,2.62
451,Vychegodskiy,RU,2022-12-10 22:11:39,61.247,46.8984,7.86,96,90,5.86
452,Saint-Pierre,RE,2022-12-10 22:11:40,-21.3393,55.4781,76.68,78,100,4.61
453,Shakhtinsk,KZ,2022-12-10 22:11:40,49.71,72.5872,-9.31,93,33,6.4
454,Longyearbyen,SJ,2022-12-10 22:11:40,78.2186,15.6401,24.64,80,75,3.44
455,Avola,IT,2022-12-10 22:08:23,36.9113,15.1395,59.29,77,94,17.22
456,Fairbanks,US,2022-12-10 22:10:58,64.8378,-147.7164,6.8,82,100,4.61
457,Port Hawkesbury,CA,2022-12-10 22:12:41,45.6169,-61.3485,28.9,85,91,13.0
458,Jining,CN,2022-12-10 22:12:41,35.405,116.5814,25.25,39,64,4.36
459,Yichang,CN,2022-12-10 22:12:41,30.7144,111.2847,40.53,51,5,0.83
460,Blackwater,AU,2022-12-10 22:12:41,-23.5833,148.8833,77.23,70,62,11.21
461,Baraboo,US,2022-12-10 22:12:42,43.4711,-89.7443,35.94,96,100,0.0
462,Sao Joao Da Barra,BR,2022-12-10 22:12:42,-21.6403,-41.0511,78.89,93,3,9.55
463,Amarkantak,IN,2022-12-10 22:12:42,22.6667,81.75,54.54,38,91,2.28
464,Karla,EE,2022-12-10 22:12:42,59.3723,24.9275,15.51,85,100,8.05
465,Alvdal,NO,2022-12-10 22:12:43,62.1077,10.6307,2.39,99,91,1.68
466,Iwaki,JP,2022-12-10 22:11:09,37.05,140.8833,44.76,91,92,8.41
467,Whitehorse,CA,2022-12-10 22:10:37,60.7161,-135.0538,3.09,97,22,2.64
468,Qaqortoq,GL,2022-12-10 22:12:43,60.7167,-46.0333,16.03,64,0,9.86
469,Antofagasta,CL,2022-12-10 22:12:43,-23.65,-70.4,70.88,69,32,4.68
470,Machala,EC,2022-12-10 22:12:44,-3.2667,-79.9667,78.75,69,100,5.75
471,Olbia,IT,2022-12-10 22:12:44,40.9214,9.4856,53.65,71,0,25.32
472,Pombas,CV,2022-12-10 22:12:44,17.1503,-25.0201,72.25,80,21,10.56
473,Talakan,RU,2022-12-10 22:12:45,50.3167,130.3667,-17.46,100,98,0.29
474,Arraial Do Cabo,BR,2022-12-10 22:11:17,-22.9661,-42.0278,75.92,91,3,9.71
475,Atkarsk,RU,2022-12-10 22:12:45,51.8718,45.0078,26.58,82,100,17.67
476,Pangai,TO,2022-12-10 22:12:45,-19.8,-174.35,80.76,76,86,10.87
477,Adrar,MR,2022-12-10 22:12:45,20.5022,-10.0711,78.57,13,25,6.42
478,Camacha,PT,2022-12-10 22:12:46,33.0833,-16.3333,69.22,83,20,16.11
479,Omsukchan,RU,2022-12-10 22:12:46,62.5333,155.8,-32.26,100,91,3.42
480,Salinopolis,BR,2022-12-10 22:12:46,-0.6136,-47.3561,79.74,81,88,12.48
481,Half Moon Bay,US,2022-12-10 22:12:46,37.4636,-122.4286,58.24,92,100,23.02
482,The Valley,AI,2022-12-10 22:10:31,18.217,-63.0578,78.1,68,3,10.49
483,Yulara,AU,2022-12-10 22:12:47,-25.2406,130.9889,85.6,35,11,5.46
484,Sola,VU,2022-12-10 22:12:47,-13.8833,167.55,77.36,83,100,4.14
485,Saint-Joseph,RE,2022-12-10 22:09:45,-21.3667,55.6167,75.58,85,36,9.01
486,Oussouye,SN,2022-12-10 22:12:47,12.485,-16.5469,76.5,83,1,6.33
487,Camana,PE,2022-12-10 22:12:48,-16.6228,-72.7111,69.58,79,97,1.43
488,Murgab,TM,2022-12-10 22:12:48,37.4966,61.9714,28.72,51,1,5.79
489,Quesnel,CA,2022-12-10 22:12:48,52.9999,-122.5029,26.94,95,100,4.79
490,Kuusamo,FI,2022-12-10 22:12:48,65.9667,29.1833,21.24,93,100,8.05
491,Emmett,US,2022-12-10 22:12:49,43.8735,-116.4993,44.01,71,100,4.0
492,Manzanillo,CU,2022-12-10 22:12:49,20.3433,-77.1167,82.24,51,9,15.35
493,Margate,GB,2022-12-10 22:12:49,51.3813,1.3862,40.89,75,8,7.58
494,Nizwa,OM,2022-12-10 22:12:50,22.9333,57.5333,65.26,65,3,0.72
495,Viedma,AR,2022-12-10 22:12:50,-40.8135,-62.9967,77.11,20,3,9.93
496,Inongo,CD,2022-12-10 22:12:50,-1.95,18.2667,73.33,83,11,1.81
497,Paramonga,PE,2022-12-10 22:12:50,-10.6667,-77.8333,69.58,79,98,8.05
498,Sulangan,PH,2022-12-10 22:12:51,11.1373,123.7228,80.91,78,100,7.65
499,Casa Nova,BR,2022-12-10 22:12:51,-9.4167,-41.1333,87.37,43,96,9.78
500,Hrodna,BY,2022-12-10 22:12:51,53.6884,23.8258,26.22,95,100,8.39
501,Huaraz,PE,2022-12-10 22:12:51,-9.5333,-77.5333,61.32,54,95,5.32
502,Waipawa,NZ,2022-12-10 22:13:52,-41.4122,175.5153,66.38,48,11,9.78
503,Sitio Novo Do Tocantins,BR,2022-12-10 22:12:53,-5.5183,-47.4611,76.71,82,96,1.63
504,Liverpool,GB,2022-12-10 22:12:50,53.4106,-2.9779,34.65,96,100,3.44
505,Bhilwara,IN,2022-12-10 22:13:52,25.35,74.6333,56.97,51,0,4.38
506,Yatou,CN,2022-12-10 22:13:52,37.15,122.3833,33.42,61,5,13.69
507,Wanning,CN,2022-12-10 22:13:53,18.8003,110.3967,65.82,79,76,8.75
508,Jalu,LY,2022-12-10 22:13:53,29.0331,21.5482,69.06,26,2,8.66
509,Lavrentiya,RU,2022-12-10 22:12:19,65.5833,-171.0,27.25,96,100,33.26
510,Fredericksburg,US,2022-12-10 22:13:38,38.3032,-77.4605,44.74,65,100,3.44
511,Huambo,AO,2022-12-10 22:13:53,-12.7761,15.7392,59.74,90,92,3.04
512,Raton,US,2022-12-10 22:13:54,36.9034,-104.4391,52.14,23,0,12.66
513,Belmonte,BR,2022-12-10 22:13:54,-15.8631,-38.8828,77.16,91,96,8.12
514,Sitka,US,2022-12-10 22:13:54,57.0531,-135.33,33.69,51,0,3.44
515,Solnechnyy,RU,2022-12-10 22:13:54,50.7214,136.6319,-2.29,94,19,3.33
516,Rotterdam,NL,2022-12-10 22:13:55,51.9225,4.4792,35.89,91,100,9.22
517,Ninghai,CN,2022-12-10 22:13:55,29.2892,121.4247,48.38,82,92,10.76
518,Port Augusta,AU,2022-12-10 22:13:55,-32.5,137.7667,72.43,60,57,17.25
519,Tamandare,BR,2022-12-10 22:13:55,-8.7597,-35.1047,79.29,81,13,8.77
520,Tullahoma,US,2022-12-10 22:09:02,35.362,-86.2094,57.78,94,100,0.0
521,Juneau,US,2022-12-10 22:13:56,58.3019,-134.4197,27.21,76,20,16.11
522,Vokhtoga,RU,2022-12-10 22:13:56,58.8147,41.0461,20.26,95,100,5.91
523,Severnoye,RU,2022-12-10 22:13:56,56.3491,78.3619,-13.7,98,85,3.13
524,Rumford,US,2022-12-10 22:13:57,44.5537,-70.5509,28.17,38,0,3.29
525,Presidencia Roque Saenz Pena,AR,2022-12-10 22:13:57,-26.7852,-60.4388,71.1,96,100,14.54
526,Hofn,IS,2022-12-10 22:13:57,64.2539,-15.2082,31.6,44,0,5.53
527,Kananga,CD,2022-12-10 22:13:57,-5.8958,22.4178,71.91,75,92,0.96
528,Shetpe,KZ,2022-12-10 22:13:58,44.1667,52.1167,22.41,36,0,15.19
529,Kolosovka,RU,2022-12-10 22:13:58,56.4678,73.611,4.21,96,100,2.64
530,Faya,SA,2022-12-10 22:13:58,18.3851,42.4509,54.12,59,1,2.15
531,Bowling Green,US,2022-12-10 22:11:24,36.9903,-86.4436,51.73,90,100,0.0
532,Talcahuano,CL,2022-12-10 22:13:59,-36.7167,-73.1167,69.48,49,0,20.71
533,Coquimbo,CL,2022-12-10 22:13:59,-29.9533,-71.3436,62.33,94,100,10.36
534,Kununurra,AU,2022-12-10 22:13:59,-15.7667,128.7333,78.78,83,62,1.14
535,Mangan,IN,2022-12-10 22:13:59,27.5167,88.5333,58.1,32,2,4.65
536,Bountiful,US,2022-12-10 22:11:21,40.8894,-111.8808,45.79,48,100,18.41
537,Manokwari,ID,2022-12-10 22:14:00,-0.8667,134.0833,79.16,80,100,2.77
538,Charlottesville,US,2022-12-10 22:09:12,38.0293,-78.4767,45.41,70,100,5.75
539,Northam,GB,2022-12-10 22:14:00,51.0333,-4.2167,33.26,80,71,3.74
540,Loandjili,CG,2022-12-10 22:14:00,-4.7561,11.8578,77.52,90,99,6.69
541,Salinas,US,2022-12-10 22:13:33,36.6777,-121.6555,61.99,78,100,12.66
542,Koulikoro,ML,2022-12-10 22:14:01,14.0,-7.75,76.06,15,0,8.9
543,Pau Dos Ferros,BR,2022-12-10 22:14:01,-6.1125,-38.2063,84.51,57,96,11.61
544,Itoman,JP,2022-12-10 22:14:01,26.1247,127.6694,69.82,78,20,11.5
545,Sterling,US,2022-12-10 22:14:02,39.0062,-77.4286,43.9,62,100,1.01
546,Kingston,JM,2022-12-10 22:11:26,17.997,-76.7936,85.15,64,75,6.91
547,Den Helder,NL,2022-12-10 22:13:40,52.9599,4.7593,36.01,99,100,8.01
548,Malartic,CA,2022-12-10 22:14:02,48.1335,-78.1328,9.23,92,11,5.46
549,Kupang,ID,2022-12-10 22:15:03,-10.1667,123.5833,73.98,100,20,2.3
550,Mayo,US,2022-12-10 22:15:05,38.8876,-76.5119,45.01,70,100,4.61
551,Zeya,RU,2022-12-10 22:15:06,53.75,127.2667,-18.06,100,89,2.39
552,Camopi,GF,2022-12-10 22:15:07,3.1655,-52.3158,73.24,96,100,3.11
553,Tilichiki,RU,2022-12-10 22:15:07,60.4667,166.1,-10.57,96,44,2.55
554,Chapais,CA,2022-12-10 22:15:08,49.7834,-74.8492,2.39,93,83,5.44
555,Hervey Bay,AU,2022-12-10 22:15:09,-25.2986,152.8535,73.24,70,100,8.68
556,Copiapo,CL,2022-12-10 22:15:11,-27.3667,-70.3333,67.69,52,33,8.03
557,Xifeng,CN,2022-12-10 22:15:11,42.7372,124.7222,10.98,86,4,2.66
558,Kamal,ID,2022-12-10 22:15:12,-7.1678,112.7192,76.89,82,100,3.29
559,Bunia,CD,2022-12-10 22:15:12,1.5667,30.25,62.11,89,98,1.5
560,Ust-Kuyga,RU,2022-12-10 22:15:13,70.0167,135.6,-29.22,96,100,9.82
561,Yamada,JP,2022-12-10 22:14:18,39.4667,141.95,38.12,88,100,6.85
562,Abu Zabad,SD,2022-12-10 22:15:13,12.35,29.25,64.94,19,11,9.46
563,Alekseyevka,RU,2022-12-10 22:15:14,50.6309,38.6903,38.5,91,100,18.14
564,Zhanaozen,KZ,2022-12-10 22:15:14,43.3,52.8,21.0,41,0,17.4
565,Puri,IN,2022-12-10 22:15:14,19.8,85.85,70.32,60,61,7.47
566,Milisauti,RO,2022-12-10 22:15:15,47.7833,26.0,42.26,87,93,2.21
567,Touros,BR,2022-12-10 22:15:15,-5.1989,-35.4608,79.43,81,47,12.15
568,West Wendover,US,2022-12-10 22:15:16,40.7391,-114.0733,34.81,69,0,6.91
569,Marihatag,PH,2022-12-10 22:15:16,8.7936,126.2969,76.66,90,100,4.54
570,Taksimo,RU,2022-12-10 22:15:17,56.3444,114.8794,-2.51,90,100,1.25
571,Skjervoy,NO,2022-12-10 22:15:17,70.0311,20.9714,17.6,74,16,21.68
572,Sungairaya,ID,2022-12-10 22:15:18,0.7,108.9,74.66,94,56,4.79
573,Jizan,SA,2022-12-10 22:15:19,17.3333,42.6667,78.75,74,5,3.53
574,Paamiut,GL,2022-12-10 22:15:19,61.994,-49.6678,21.33,61,2,12.24
575,Talnakh,RU,2022-12-10 22:15:20,69.4865,88.3972,-28.41,94,56,4.7
576,Clarence Town,AU,2022-12-10 22:15:21,-32.5833,151.7833,70.95,57,1,2.66
577,Rudnya,RU,2022-12-10 22:15:22,54.947,31.0934,24.08,96,96,10.02
578,Petropavlovsk-Kamchatskiy,RU,2022-12-10 22:15:24,53.0452,158.6483,5.59,72,75,8.95
579,Novaya Zaimka,RU,2022-12-10 22:15:27,56.4857,66.9241,14.72,84,100,9.64
580,Tarauaca,BR,2022-12-10 22:15:27,-8.1614,-70.7656,81.1,79,100,1.61
